,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
1518,Halton DSB,Pub Dist Sch Brd (E/F),Pauline Johnson Public School,Public,Not applicable,Elementary,English,JK-6,Burlington,Ontario,260,0.1,1.0,0.0,0.0,0.1,0.0,0.71,-8,0.45,-25,0.48,-13,0.7,-7,0.67,0,0.3,-20,0.1,0.0
1519,Halton DSB,Pub Dist Sch Brd (E/F),Pilgrim Wood Public School,Public,Not applicable,Elementary,English,JK-8,Oakville,Ontario,835,0.5,0.99,0.14,0.14,0.05,0.27,0.97,2,0.91,4,0.88,-8,0.89,1,0.94,1,0.73,13,0.12,0.01
1520,Halton DSB,Pub Dist Sch Brd (E/F),Pine Grove Public School,Public,Not applicable,Elementary,English,1-8,Oakville,Ontario,515,0.32,0.94,0.02,0.02,0.1,0.02,0.92,0,0.89,11,0.86,12,0.97,6,0.94,5,0.59,6,0.12,0.01
1521,Halton DSB,Pub Dist Sch Brd (E/F),Pineland Public School,Public,Not applicable,Elementary,English,JK-8,Burlington,Ontario,540,0.21,0.97,0.01,0.01,0.07,0.02,0.92,-2,0.86,0,0.72,-5,0.98,6,0.98,10,0.7,5,0.07,0.01
1523,Halton DSB,Pub Dist Sch Brd (E/F),Post's Corners Public School,Public,Not applicable,Elementary,English,JK-8,Oakville,Ontario,775,0.56,1.0,0.3,0.31,0.09,0.0,0.9,14,0.86,8,0.76,-2,0.87,-1,0.9,2,0.61,-7,0.2,0.0
1524,Halton DSB,Pub Dist Sch Brd (E/F),River Oaks Public School,Public,Not applicable,Elementary,English,JK-8,Oakville,Ontario,725,0.5,0.99,0.17,0.17,0.1,0.01,0.83,0,0.78,4,0.73,7,0.92,-1,0.89,-6,0.55,-11,0.11,0.01
1527,Halton DSB,Pub Dist Sch Brd (E/F),Rolling Meadows Public School,Public,Not applicable,Elementary,English,JK-8,Burlington,Ontario,480,0.2,0.95,0.05,0.05,0.2,0.05,0.81,4,0.68,-5,0.74,17,0.88,12,0.88,5,0.41,3,0.1,0.0
1528,Halton DSB,Pub Dist Sch Brd (E/F),Sam Sherratt Public School,Public,Not applicable,Elementary,English,JK-8,Milton,Ontario,405,0.25,0.95,0.0,0.0,0.2,0.3,0.63,-17,0.42,-36,0.63,-15,0.67,-16,0.7,-14,0.43,-14,0.1,0.0
1530,Halton DSB,Pub Dist Sch Brd (E/F),Silver Creek Public School,Public,Not applicable,Elementary,English,JK-8,Georgetown,Ontario,515,0.09,1.0,0.01,0.02,0.17,0.0,0.73,-6,0.73,-2,0.69,-3,0.71,-6,0.7,-7,0.48,-11,0.04,0.0
1531,Halton DSB,Pub Dist Sch Brd (E/F),Sir Ernest Macmillan Public School,Public,Not applicable,Elementary,English,JK-8,Burlington,Ontario,335,0.15,1.0,0.0,0.05,0.1,0.0,0.75,-8,0.65,-6,0.55,-16,0.81,7,0.88,20,0.4,9,0.1,0.05
1533,Halton DSB,Pub Dist Sch Brd (E/F),Sunningdale Public School,Public,Not applicable,Elementary,English,1-8,Oakville,Ontario,500,0.5,1.0,0.05,0.05,0.1,0.0,0.96,3,0.9,5,0.78,-1,1.0,3,1.0,3,0.85,3,0.1,0.05
1534,Halton DSB,Pub Dist Sch Brd (E/F),Tecumseh Public School,Public,Not applicable,Elementary,English,JK-8,Burlington,Ontario,270,0.2,0.95,0.1,0.1,0.3,0.0,0.68,14,0.68,30,0.53,32,0.67,-17,0.62,-19,0.29,-10,0.25,0.1
1536,Halton DSB,Pub Dist Sch Brd (E/F),Tiger Jeet Singh Public School,Public,Not applicable,Elementary,English,JK-8,Milton,Ontario,1120,0.56,0.98,0.07,0.07,0.12,0.01,0.75,-3,0.71,3,0.6,-1,0.89,-1,0.92,0,0.61,-1,0.12,0.02
1537,Halton DSB,Pub Dist Sch Brd (E/F),Tom Thomson Public School,Public,Not applicable,Elementary,English,JK-6,Burlington,Ontario,385,0.15,0.95,0.1,0.15,0.1,0.0,0.93,6,0.87,3,0.67,-3,0.93,6,0.94,5,0.51,11,0.2,0.0
1541,Halton DSB,Pub Dist Sch Brd (E/F),West Oak Public School,Public,Not applicable,Elementary,English,JK-8,Oakville,Ontario,805,0.44,0.99,0.17,0.18,0.12,0.0,0.84,0,0.67,-7,0.64,-11,0.87,1,0.83,-5,0.61,-10,0.11,0.01
1601,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Adelaide Hoodless Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,475,0.1,1.0,0.1,0.05,0.15,0.0,0.56,4,0.5,-5,0.5,26,0.61,1,0.64,11,0.31,-2,0.4,0.15
1602,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Allan A Greenleaf,Public,Not applicable,Elementary,English,JK-8,Waterdown,Ontario,615,0.14,1.0,0.04,0.04,0.11,0.0,0.89,13,0.86,33,0.63,1,0.78,-14,0.86,5,0.5,-9,0.08,0.02
1604,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Ancaster Meadow Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Ancaster,Ontario,640,0.39,1.0,0.17,0.16,0.1,0.0,0.72,1,0.51,-22,0.64,5,0.84,-8,0.88,-2,0.59,-15,0.13,0.02
1605,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Balaclava Public School,Public,Not applicable,Elementary,English,JK-8,Freelton,Ontario,345,0.05,1.0,0.0,0.0,0.1,0.05,1.0,5,0.8,-5,0.7,-8,0.83,-7,0.81,-5,0.32,-6,0.1,0.0
1606,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Bellmoore Public School,Public,Not applicable,Elementary,English,JK-8,Binbrook,Ontario,1110,0.16,1.0,0.01,0.02,0.12,0.01,0.78,-2,0.75,4,0.66,10,0.77,-5,0.73,-6,0.28,-10,0.07,0.03
1607,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Bennetto Elementary School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,515,0.24,1.0,0.14,0.13,0.16,0.0,0.52,11,0.34,-6,0.26,0,0.5,-5,0.54,5,0.2,-2,0.38,0.21
1609,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Billy Green Elementary School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,535,0.47,0.99,0.09,0.09,0.17,0.0,0.69,10,0.65,-2,0.48,7,0.72,-9,0.68,-4,0.33,-11,0.23,0.09
1610,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Buchanan Park School,Public,Not applicable,Elementary,English,JK-6,Hamilton,Ontario,165,0.2,1.0,0.2,0.2,0.2,0.0,0.5,-26,0.4,-27,0.3,-22,0.6,-3,0.6,0,0.32,2,0.25,0.0
1611,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Cathy Wever Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,630,0.39,0.99,0.16,0.15,0.24,0.0,0.42,8,0.25,-19,0.18,-9,0.39,2,0.47,13,0.06,-6,0.53,0.39
1612,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Cecil B Stirling School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,295,0.4,1.0,0.1,0.1,0.1,0.0,0.47,-12,0.53,5,0.33,-8,0.67,26,0.59,28,0.15,9,0.3,0.2
1614,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Chedoke Middle School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,470,0.3,1.0,0.1,0.1,0.2,0.0,0.62,2,0.6,0,0.43,10,0.68,15,0.71,10,0.27,-4,0.2,0.1
1618,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Dr. J. Edgar Davey Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,560,0.57,1.0,0.21,0.22,0.15,0.0,0.47,-1,0.37,-11,0.25,-3,0.56,6,0.53,-2,0.25,4,0.54,0.22
1620,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Dundas Central Public School,Public,Not applicable,Elementary,English,JK-8,Dundas,Ontario,380,0.1,1.0,0.0,0.0,0.15,0.05,0.78,0,0.48,-30,0.57,-7,0.85,1,0.87,9,0.43,-10,0.2,0.1
1624,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Ecole elementaire Michaelle Jean Elementary School,Public,Not applicable,Elementary,English,1-8,Hamilton,Ontario,310,0.25,1.0,0.0,0.0,0.05,0.0,0.64,-11,0.53,-8,0.43,-7,0.75,-25,0.88,-5,0.29,-38,0.15,0.05
1626,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Flamborough Centre School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,230,0.1,1.0,0.0,0.0,0.15,0.0,0.5,-42,0.4,-45,0.7,8,0.93,16,0.88,16,0.32,-8,0.1,0.0
1627,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Frank Panabaker North School,Public,Not applicable,Elementary,English,JK-6,Ancaster,Ontario,380,0.2,1.0,0.0,0.05,0.05,0.0,0.84,-1,0.79,-6,0.66,-3,0.94,-2,0.9,-4,0.55,-11,0.05,0.0
1629,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Franklin Road Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,520,0.22,0.99,0.1,0.1,0.18,0.01,0.65,14,0.69,22,0.51,14,0.7,18,0.86,36,0.23,5,0.34,0.09
1630,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Gatestone Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,555,0.35,0.99,0.0,0.0,0.15,0.01,0.79,4,0.77,2,0.74,3,0.76,1,0.77,5,0.39,11,0.17,0.02
1631,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),George L Armstrong Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,450,0.1,0.95,0.05,0.05,0.15,0.0,0.54,26,0.15,-17,0.41,15,0.58,7,0.58,11,0.15,-5,0.2,0.05
1634,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Gordon Price School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,410,0.4,1.0,0.1,0.1,0.1,0.0,0.58,-11,0.56,-19,0.42,-19,0.74,-12,0.82,2,0.53,10,0.25,0.1
1636,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Guy B Brown Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Waterdown,Ontario,710,0.11,0.99,0.02,0.02,0.11,0.02,0.77,-12,0.62,-19,0.39,-32,0.92,7,0.9,9,0.43,3,0.05,0.0
1637,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Helen Detwiler Junior Elementary School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,485,0.4,1.0,0.0,0.0,0.1,0.0,0.63,4,0.53,-8,0.35,-7,0.69,-3,0.75,12,0.29,-6,0.35,0.05
1638,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Hess Street Junior Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,300,0.7,1.0,0.2,0.2,0.35,0.0,0.59,11,0.75,23,0.34,-1,0.44,15,0.59,18,0.19,9,0.5,0.3
1639,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Highview Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,510,0.16,0.99,0.07,0.07,0.1,0.0,0.59,-9,0.32,-29,0.22,-8,0.57,-20,0.51,-13,0.25,-16,0.2,0.1
1641,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Hillcrest Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,495,0.25,1.0,0.0,0.0,0.25,0.0,0.61,12,0.35,-22,0.28,-11,0.48,-25,0.29,-38,0.14,-18,0.5,0.25
1642,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Holbrook Junior Public School,Public,Not applicable,Elementary,English,JK-6,Hamilton,Ontario,210,0.3,1.0,0.1,0.1,0.15,0.0,0.61,4,0.56,-6,0.28,-5,0.48,10,0.65,15,0.39,27,0.25,0.05
1643,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Huntington Park Junior Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,495,0.1,1.0,0.1,0.05,0.1,0.0,0.62,1,0.54,-18,0.41,2,0.59,-19,0.55,-26,0.14,-36,0.2,0.05
1644,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),James MacDonald Public School,Public,Not applicable,Elementary,English,JK-6,Hamilton,Ontario,335,0.35,1.0,0.1,0.1,0.1,0.0,0.77,7,0.71,-1,0.54,4,0.86,14,0.83,14,0.48,14,0.1,0.05
1646,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Janet Lee Public School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,335,0.4,1.0,0.1,0.1,0.1,0.0,0.78,19,0.73,19,0.64,15,0.69,-21,0.65,-23,0.26,-20,0.1,0.0
1647,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Lake Avenue Public School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,585,0.73,1.0,0.24,0.24,0.11,0.0,0.61,5,0.61,9,0.52,22,0.67,-9,0.77,-1,0.33,-30,0.48,0.12
1648,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Lawfield Elementary School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,770,0.27,1.0,0.08,0.08,0.13,0.0,0.56,0,0.45,3,0.35,-4,0.69,2,0.71,16,0.24,0,0.24,0.1
1649,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Lincoln Alexander Public School,Public,Not applicable,Elementary,English,JK-6,Hamilton,Ontario,240,0.35,1.0,0.05,0.05,0.2,0.0,0.57,-17,0.46,-25,0.46,-9,0.76,-6,0.68,-26,0.32,-27,0.25,0.05
1650,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Lisgar Junior Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,335,0.25,0.95,0.05,0.1,0.1,0.0,0.5,-17,0.41,-21,0.32,-4,0.77,18,0.77,10,0.13,-25,0.3,0.1
1652,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Memorial Elementary School Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,410,0.1,1.0,0.05,0.05,0.2,0.0,0.38,2,0.35,1,0.28,12,0.47,-15,0.51,3,0.11,-1,0.3,0.15
1654,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Mount Albion Public School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,505,0.41,1.0,0.1,0.1,0.14,0.0,0.7,-1,0.57,-11,0.5,-4,0.78,15,0.72,9,0.57,23,0.17,0.06
1655,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Mount Hope Public School,Public,Not applicable,Elementary,English,JK-8,Mount Hope,Ontario,365,0.05,1.0,0.0,0.0,0.1,0.0,0.64,9,0.59,-9,0.64,25,0.73,11,0.8,13,0.27,1,0.1,0.0
1656,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Mountview Junior Public School,Public,Not applicable,Elementary,English,JK-6,Hamilton,Ontario,220,0.3,1.0,0.05,0.05,0.1,0.0,0.88,11,0.88,-2,0.83,6,1.0,4,1.0,4,0.86,-2,0.15,0.0
1658,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Norwood Park Elementary School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,540,0.31,0.98,0.02,0.03,0.05,0.05,0.81,-12,0.62,-19,0.57,-9,0.88,0,0.88,0,0.48,-10,0.21,0.06
1661,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Pauline Johnson Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,435,0.4,1.0,0.15,0.15,0.15,0.0,0.66,11,0.68,19,0.54,5,0.62,-14,0.59,-9,0.32,13,0.3,0.1
1662,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Prince of Wales Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,690,0.11,1.0,0.06,0.06,0.15,0.01,0.42,-10,0.38,-14,0.25,-9,0.41,-17,0.42,-16,0.05,-10,0.45,0.17
1663,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Queen Mary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,605,0.09,1.0,0.05,0.05,0.17,0.01,0.57,3,0.73,12,0.33,-5,0.6,-14,0.48,-12,0.13,-12,0.38,0.17
1664,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Queen Victoria Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,575,0.39,1.0,0.27,0.27,0.16,0.0,0.53,17,0.4,3,0.22,7,0.59,11,0.56,13,0.33,24,0.54,0.18
1665,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Queensdale School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,390,0.25,1.0,0.1,0.1,0.15,0.0,0.68,-6,0.68,-8,0.45,-20,0.55,-13,0.62,-2,0.29,11,0.25,0.05
1666,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),R A Riddell Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,735,0.41,1.0,0.08,0.07,0.1,0.01,0.61,2,0.55,-7,0.45,-3,0.9,-2,0.92,-3,0.63,-3,0.14,0.03
1667,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Ray Lewis (Elementary) School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,600,0.36,1.0,0.07,0.06,0.14,0.01,0.73,10,0.58,-9,0.55,16,0.65,-23,0.68,-13,0.49,0,0.22,0.07
1670,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Ridgemount Junior Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,460,0.55,1.0,0.15,0.1,0.1,0.0,0.66,2,0.53,-2,0.57,5,0.77,10,0.77,15,0.37,4,0.25,0.05
1673,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Rousseau Public School,Public,Not applicable,Elementary,English,JK-6,Ancaster,Ontario,265,0.1,1.0,0.0,0.0,0.15,0.0,0.85,7,0.88,25,0.69,17,0.93,9,0.97,10,0.7,18,0.05,0.0
1679,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Sir Wilfrid Laurier Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,425,0.35,1.0,0.15,0.1,0.2,0.0,0.76,17,0.73,21,0.51,17,0.58,-5,0.72,2,0.12,-14,0.3,0.1
1680,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Sir William Osler Elementary School,Public,Not applicable,Elementary,English,JK-8,Dundas,Ontario,590,0.09,0.99,0.03,0.03,0.15,0.03,0.74,-8,0.56,-24,0.54,-14,0.98,5,0.98,13,0.69,3,0.1,0.02
1682,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),South Meadow Public School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,375,0.4,1.0,0.0,0.0,0.1,0.0,0.64,-13,0.52,-28,0.52,-22,0.82,-2,0.72,-12,0.36,-17,0.1,0.05
1685,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Tapleytown Public School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,220,0.2,1.0,0.1,0.1,0.1,0.0,0.66,16,0.69,23,0.56,29,0.79,-10,0.76,-1,0.48,11,0.2,0.0
1686,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Templemead Elementary School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,585,0.36,1.0,0.03,0.03,0.11,0.01,0.83,29,0.79,19,0.55,9,0.6,-15,0.73,8,0.19,-12,0.24,0.09
1687,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Tiffany Hills Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Ancaster,Ontario,535,0.57,1.0,0.16,0.16,0.09,0.0,0.74,-7,0.65,-16,0.67,-14,0.82,-2,0.86,2,0.54,7,0.18,0.0
1690,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Viscount Montgomery Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,375,0.1,0.95,0.0,0.05,0.2,0.0,0.75,32,0.79,6,0.29,2,0.69,6,0.71,9,0.44,23,0.3,0.15
1691,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),W H Ballard Public School,Public,Not applicable,Elementary,English,JK-8,Hamilton,Ontario,620,0.11,1.0,0.04,0.04,0.19,0.0,0.58,18,0.47,2,0.32,1,0.68,10,0.69,20,0.31,10,0.3,0.09
1697,Hamilton-Wentworth DSB,Pub Dist Sch Brd (E/F),Winona Elementary Elementary School,Public,Not applicable,Elementary,English,JK-8,Stoney Creek,Ontario,890,0.32,1.0,0.03,0.03,0.09,0.01,0.69,-5,0.6,-8,0.53,-11,0.86,6,0.88,11,0.53,-7,0.09,0.02
1699,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Athol-South Marysburgh School Public School,Public,Not applicable,Elementary,English,JK-8,Cherry Valley,Ontario,135,0.0,1.0,0.0,0.0,0.1,0.0,0.74,7,0.68,10,0.53,20,0.82,13,0.82,13,0.27,-17,0.15,0.0
1700,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Bayside Public School,Public,Not applicable,Elementary,English,JK-8,Belleville,Ontario,380,0.0,1.0,0.0,0.0,0.15,0.0,0.5,-18,0.42,-14,0.35,-17,0.82,-6,0.78,-5,0.41,-17,0.15,0.0
1704,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),C M L Snider Elementary School,Public,Not applicable,Elementary,English,JK-8,Wellington,Ontario,235,0.05,1.0,0.0,0.0,0.15,0.0,0.85,8,0.58,-15,0.62,0,0.93,23,0.9,12,0.63,15,0.1,0.05
1710,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Deseronto Public School,Public,Not applicable,Elementary,English,JK-8,Deseronto,Ontario,175,0.0,1.0,0.0,0.0,0.25,0.0,0.21,-39,0.21,-29,0.21,-29,0.41,-23,0.45,-19,0.23,-13,0.15,0.1
1712,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Foxboro Public School,Public,Not applicable,Elementary,English,JK-8,Foxboro,Ontario,380,0.0,1.0,0.0,0.0,0.2,0.0,0.74,-7,0.79,2,0.57,-8,0.9,7,0.86,23,0.41,-10,0.1,0.0
1713,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Frankford Public School,Public,Not applicable,Elementary,English,JK-8,Frankford,Ontario,310,0.0,1.0,0.0,0.0,0.15,0.0,0.49,-11,0.54,1,0.31,-9,0.61,21,0.54,14,0.21,14,0.1,0.05
1714,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Harmony Public School,Public,Not applicable,Elementary,English,JK-8,Corbyville,Ontario,680,0.03,1.0,0.01,0.01,0.15,0.0,0.72,3,0.63,-11,0.63,9,0.8,18,0.79,10,0.36,5,0.11,0.01
1715,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Harry J Clarke Public School,Public,Not applicable,Elementary,English,JK-8,Belleville,Ontario,630,0.03,0.99,0.01,0.01,0.19,0.0,0.82,9,0.66,-7,0.57,-14,0.76,0,0.73,2,0.43,16,0.22,0.07
1717,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Kente Public School,Public,Not applicable,Elementary,English,JK-8,Ameliasburgh,Ontario,235,0.0,1.0,0.0,0.05,0.2,0.0,0.53,-17,0.26,-44,0.21,-39,0.95,18,0.71,-6,0.43,20,0.1,0.0
1718,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Madoc Township Public School,Public,Not applicable,Elementary,English,JK-8,Madoc,Ontario,155,0.0,1.0,0.0,0.0,0.2,0.0,0.85,18,0.85,27,0.54,21,0.81,28,0.56,-4,0.19,-21,0.25,0.1
1725,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Park Dale Public School,Public,Not applicable,Elementary,English,JK-8,Belleville,Ontario,345,0.05,1.0,0.0,0.0,0.2,0.0,0.42,-10,0.55,-21,0.29,-10,0.87,5,0.83,15,0.33,7,0.25,0.0
1726,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Prince Charles Public School,Public,Not applicable,Elementary,English,JK-6,Trenton,Ontario,270,0.05,1.0,0.0,0.0,0.2,0.0,0.71,-5,0.55,-18,0.42,-12,0.73,4,0.7,14,0.16,4,0.3,0.1
1727,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Prince Charles Public School,Public,Not applicable,Elementary,English,JK-6,Belleville,Ontario,300,0.0,1.0,0.0,0.0,0.35,0.0,0.32,-18,0.3,-20,0.17,-9,0.16,-34,0.22,-35,0.0,-7,0.4,0.15
1730,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Prince of Wales Public School,Public,Not applicable,Elementary,English,JK-8,Belleville,Ontario,375,0.0,1.0,0.0,0.0,0.35,0.0,0.57,35,0.47,28,0.37,30,0.62,15,0.4,9,0.08,-11,0.35,0.1
1731,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Queen Elizabeth Public School,Public,Not applicable,Elementary,English,JK-8,Belleville,Ontario,250,0.0,1.0,0.05,0.0,0.35,0.0,0.62,24,0.69,44,0.38,7,0.58,38,0.58,48,0.17,17,0.35,0.1
1732,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Queen Victoria School,Public,Not applicable,Elementary,English,JK-6,Belleville,Ontario,250,0.0,1.0,0.0,0.0,0.3,0.0,0.77,33,0.58,29,0.52,26,0.65,-6,0.74,3,0.45,10,0.35,0.1
1733,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Sir John A Macdonald Public School,Public,Not applicable,Elementary,English,JK-6,Belleville,Ontario,285,0.05,1.0,0.1,0.1,0.1,0.0,0.71,2,0.6,9,0.52,-12,0.94,18,0.84,28,0.19,-13,0.2,0.1
1734,Hastings & Prince Edward DSB,Pub Dist Sch Brd (E/F),Sophiasburgh Central Public School,Public,Not applicable,Elementary,English,JK-8,Picton,Ontario,120,0.0,1.0,0.0,0.0,0.15,0.0,0.64,-11,0.73,-27,0.73,6,0.33,-42,0.47,-23,0.13,-17,0.1,0.0
